超超直播,#genre#
亳州新闻综合频道,http://218.22.251.12:8001/tslslive/wT9aUpL/hls/live_sd.m3u8
亳州农村频道,http://218.22.251.12:8001/tslslive/JpWzs2u/hls/live_sd.m3u8
亳州都市频道,http://218.22.251.12:8001/tslslive/gdhS3fc/hls/live_sd.m3u8
蒙城电视台,http://live.plus.ahmctv.net/channel2/sd/live.m3u8
铜陵新闻综合频道,http://dstpush1.retalltech.com/app/stream1.m3u8
铜陵公共频道,http://dstpush1.retalltech.com/app/stream2.m3u8
铜陵科教频道,http://dstpush1.retalltech.com/app/stream3.m3u8
东至影视频道,http://223.247.33.124:1935/live/yingshi/playlist.m3u8
东至文化资讯,http://223.247.33.124:1935/live/wenhua/playlist.m3u8
凤台文化生活,http://60.175.115.119:1935/live/wenhua/playlist.m3u8
凤台综合频道,http://60.175.115.119:1935/live/zonghe/playlist.m3u8
东至新闻综合,http://223.247.33.124:1935/live/zonghe/playlist.m3u8
霍山综合频道,http://ahhs.chinashadt.com:1936/live/stream:hs1.stream/playlist.m3u8
长丰新闻综合,http://218.23.114.19:1935/live/xinwen/playlist.m3u8
长丰生活影院,http://218.23.114.19:1935/live/yingshi/playlist.m3u8
宿松新闻综合,http://31022.hlsplay.aodianyun.com/lms_31022/tv_channel_99.m3u8
宿松影视文艺,http://31022.hlsplay.aodianyun.com/lms_31022/tv_channel_126.m3u8
绩溪新闻频道,http://124.112.228.134:1935/live/zongyi/playlist.m3u8
岳西综合频道,http://58.243.4.22:1935/live/zonghe/playlist.m3u8
岳西影视频道,http://58.243.4.22:1935/live/yingshi/playlist.m3u8
岳西图文频道,http://58.243.4.22:1935/live/tuwen/playlist.m3u8
安徽 Ⅰ 黄山综合台,http://ks-hls.juyun.tv/live/hs_stream1/index.m3u8
江苏公共新闻,http://223.110.241.139:6610/gitv/live1/G_JSGG/G_JSGG/,http://by4.nty.tv189.cn/live/tm-jsgghd-800k.m3u8,http://183.207.249.16/PLTV/4/224/3221225925/index.m3u8?icpid=88888888&from=5&hms_devid=824
江苏体育休闲,http://223.110.241.139:6610/gitv/live1/G_JSTY/G_JSTY/,http://by4.nty.tv189.cn/tm-jstyhd-800k.m3u8
江苏国际频道,http://by4.nty.tv189.cn/tm-jsgjhd-800k.m3u8
江苏教育电视台,http://by4.nty.tv189.cn/live/tm-jsjyhd-800k.m3u8
江苏休闲体育,http://223.110.245.157/ott.js.chinamobile.com/PLTV/3/224/3221225935/index.m3u8
无锡都市资讯,http://live-wx.wifiwx.com/wxtv3/sd/live.m3u8
无锡生活,http://live-wx.wifiwx.com/wxtv4/sd/live.m3u8
无锡娱乐频道,http://live-wx.wifiwx.com/wxtv2/sd/live.m3u8
无锡经济频道,http://live-wx.wifiwx.com/wxtv5/sd/live.m3u8
南京信息频道,http://live.nbs.cn/channels/njtv/xxpd/m3u8:500k/live.m3u8
南京十八,http://live.nbs.cn/channels/njtv/sbpd/m3u8:500k/live.m3u8
南京娱乐,http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
南京少儿,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
南京生活,http://live.nbs.cn/channels/njtv/shpd/m3u8:500k/live.m3u8
连云港公共频道,http://live.lyg1.com/ggpd/sd/live.m3u8
徐州1新闻综合,http://183.207.249.15/PLTV/3/224/3221225945/index.m3u8
徐州2套经济生活频道,http://223.110.245.167/ott.js.chinamobile.com/PLTV/3/224/3221225947/index.m3u8
徐州3套文艺影视频道,http://223.110.245.151/ott.js.chinamobile.com/PLTV/3/224/3221225949/index.m3u8
徐州4公共频道,http://183.207.248.11/PLTV/3/224/3221225951/index.m3u8,http://183.207.249.15/PLTV/3/224/3221225951/index.m3u8
邳州综合频道,http://stream.pznews.com/pztv1/sd/live.m3u8
邳州综艺频道,http://stream.pznews.com/pztv2/sd/live.m3u8
邳州综合_1080P,http://ott.js.chinamobile.com/PLTV/3/224/3221227576/index.m3u8
如东生活服务频道,http://live.rdxmt.com/channels/rudong/shfw/flv:sd/live,http://live1.rdxmt.com/shfw/sd/live.m3u8
如东新闻综合,http://live1.rdxmt.com/xwzh/sd/live.m3u8
镇江新闻综合频道,http://live.zjmc.tv/1/sd/live.m3u8
镇江二套社会民生频道,http://live.zjmc.tv/2/sd/live.m3u8
镇江三套财经生活频道,http://live.zjmc.tv/3/sd/live.m3u8
扬帆生活,http://58.211.172.37:1935/live/djpdpc/playlist.m3u8
太仓新闻,http://58.211.172.37:1935/live/tcxwpc/playlist.m3u8
靖江新闻综合,http://visit.jjbctv.com:1935/live/xwzhpc/playlist.m3u8
吴江新闻综合,http://30515.hlsplay.aodianyun.com/lms_30515/tv_channel_239.m3u8
睢宁综合,http://tv.jrsncn.com:9001/hls/live/live1/stream.m3u8
句容党建频道,http://218.3.92.100:1937/live/dangjian/playlist.m3u8
句容影视,http://218.3.92.100:1937/live/yingshi/chunklist_w365370764.m3u8,http://218.3.92.100:1937/live/yingshi/playlist.m3u8
句容新闻综合,http://218.3.92.100:1937/live/jrxwzh/playlist.m3u8
宜兴新闻频道,http://live-dft-hls-yf.jstv.com/live/yixing_xw/online.m3u8
宜兴电视紫砂频道,http://live-dft-hls-yf.jstv.com/live/yixing_zs/online.m3u8
宝应生活资讯,http://jsby.chinashadt.com:2035/live/by2.stream/playlist.m3u8
句容生活频道,http://218.3.92.100:1937/live/shenghuo/playlist.m3u8
宿迁公共,http://223.110.245.153/ott.js.chinamobile.com/PLTV/3/224/3221226939/index.m3u8
武进新闻频道,http://live.wjyanghu.com/live/CH1.m3u8
睢宁三农频道,http://jssn.chinashadt.com:2036/live/1004.stream/playlist.m3u8
睢宁生活教育,http://jssn.chinashadt.com:2036/live/1003.stream/playlist.m3u8
睢宁资讯频道,http://jssn.chinashadt.com:2036/live/1005.stream/playlist.m3u8
武进生活频道,http://live.wjyanghu.com/live/CH2.m3u8
江苏 Ⅰ 南京综合台,http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
江苏 Ⅰ 苏州综合台,http://player.200877926.top/17/js/suzhoum3u8.php?id=60
江苏 Ⅰ 苏州生活台,http://player.ioioz.com/18/tv.php?tv=jssztv&id=53
江苏 Ⅰ 扬州综合台,http://player.200877926.top/18/yangzhou.php?u=jsyztv1
江苏 Ⅰ 靖江电视台,http://58.222.151.43:1935/live/xwzhpc/playlist.m3u8
江苏 Ⅰ 东海综合台,rtmp://livetv.dhtv.cn/live/news
钱江,http://yf.m.l.cztv.com/channels/lantian/channel02/360p.m3u8
浙江经济生活,http://yf.m.l.cztv.com/channels/lantian/channel03/360p.m3u8
留学世界,http://yf.m.l.cztv.com/channels/lantian/channel09/360p.m3u8
浙江国际,http://yf.m.l.cztv.com/channels/lantian/channel10/360p.m3u8
浙江影视娱乐,http://yf.m.l.cztv.com/channels/lantian/channel05/360p.m3u8
浙江公共新闻,http://yf.m.l.cztv.com/channels/lantian/channel07/360p.m3u8
浙江少儿,http://yf.m.l.cztv.com/channels/lantian/channel08/360p.m3u8
浙江教育科技,http://yf.m.l.cztv.com/channels/lantian/channel04/360p.m3u8
浙江6频道民生休闲,http://yf.m.l.cztv.com/channels/lantian/channel06/360p.m3u8
浙江数码时代,http://112.17.40.140/PLTV/88888888/224/3221226638/index.m3u8
奉化新闻综合频道,http://stream.fhtv.net.cn/zhpd/sd/live.m3u8
奉化生活娱乐频道,http://stream.fhtv.net.cn/ylpd/sd/live.m3u8
绍兴文化影视频道,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8
绍兴电视台公共频道,http://live.shaoxing.com.cn/video/s10001-sxtv2/index.m3u8
绍兴新闻综合频道,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8
金华电视台新闻综合频道,http://stream2.jinhua.com.cn/xwzh/app/live.m3u8
东阳新闻综合频道,http://stream.dybtv.com/xwzh/GQ/live.m3u8
东阳影视生活频道,http://stream.dybtv.com/yssh/GQ/live.m3u8
长兴电视台新闻频道,http://36726.hlsplay.aodianyun.com/guangdianyun_36726/tv_channel_501.m3u8
德清新闻综合频道,http://stream.yingxi.tv/xwzh/sd/live.m3u8?_upt=dc7d2abb1578249633
嘉兴新闻综合频道,http://stream1.jiaxingren.com/xwzh/sd/live.m3u8?_upt=4fbd1f881561229411
嘉兴文化影视频道,http://stream1.jiaxingren.com/whys/playlist.m3u8?_upt=7e42aa841578249702
嘉兴公共频道频道,http://stream1.jiaxingren.com/ggpd/playlist.m3u8?_upt=e4511eb71578249730
海盐新闻综合频道,http://haiyan.liveyun.hoge.cn/xwpd/sd/live.m3u8
舟山新闻综合频道,http://live.wifizs.cn/xwzh/sd/live.m3u8,http://stream.wifizs.cn/xwzh/sd/live.m3u8
舟山海岛旅游频道,http://live.wifizs.cn/qdly/sd/live.m3u8
龙溪电视,http://42.236.91.206/tv_radio_38269/tv_channel_767__redirect__38269.m3u8
普陀电视台,http://l.cztvcloud.com/channels/lantian/SXputuo1/720p.m3u8
宁波电视台1套,http://live.cloud.nbtv.cn/live/44dcc3310dcf4278827317c77e87bac5?fmt=h264_800k_flv
宁波电视台2套,http://live.cloud.nbtv.cn/live/98ef9dc4eb1a4259b7764ffc4a3ab241?fmt=h264_800k_flv
宁波电视台3套,http://live.cloud.nbtv.cn/live/5864a1066e4d4754a0572768c9080e47?fmt=h264_800k_flv
宁波4套影视频道,http://live.cloud.nbtv.cn/live/e8370b0010ca4d15af9d81c7ce10f6da?fmt=h264_800k_flv
宁波少儿频道,http://live.cloud.nbtv.cn/live/f9af570c981c4c618f919ea91b93966f?fmt=h264_800k_flv
宁波6套教育科技频道,http://live.cloud.nbtv.cn/live/85c706b2820d454495352f9f3e77f86a?fmt=h264_800k_flv
杭州1高清,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&playtoken=ABCDEFGHIGK&programid=4200000215.m3u8
杭州HTV-1,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229307/index.m3u8
杭州HTV-2,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229310/index.m3u8
杭州HTV-3,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229313/index.m3u8
杭州HTV-4,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229377/index.m3u8
杭州HTV-5,http://live.aikan.miguvideo.com/PLTV/88888888/224/3221229316/index.m3u8
柯桥综合,http://live.scbtv.cn/hls/news/index.m3u8
乐清新闻频道,http://33809.hlsplay.aodianyun.com/guangdianyun_33809/tv_channel_170.m3u8
乐清生活频道,http://33809.hlsplay.aodianyun.com/guangdianyun_33809/tv_channel_171.m3u8
柯桥时尚,http://live.scbtv.cn/hls/qfc/index.m3u8
玉环新闻综合,http://liveyuhuan.sobeycache.com/live/zb1.m3u8?auth_key=1578712931-0-0-b2eee06d896ce27e5f28200b9ae23ac1
福建体育,http://player.ioioz.com/17/fj/fjtvm3u8.php?id=10
宁德一套新闻综合,http://220.161.247.82:8199/live/nd1_696.m3u8,http://220.161.247.82:8199/live/nd1_696.m3u8
宁德二套公共影视,http://220.161.247.82:8199/live/nd2_696.m3u8,http://220.161.247.82:8199/live/nd2_696.m3u8,http://220.161.247.82:8199/live/nd2_696.m3u8,http://220.161.247.82:8199/live/nd2_696.m3u8,http://220.161.247.82:8199/live/nd2_696.m3u8
三明一套新闻综合,http://stream.smntv.cn/smtv1/sd/live.m3u8,http://stream.smntv.cn/smtv1/sd/live.m3u8,http://stream.smntv.cn/smtv1/sd/live.m3u8,http://stream.smntv.cn/smtv1/sd/live.m3u8,http://stream.smntv.cn/smtv1/sd/live.m3u8,http://stream.smntv.cn/smtv2/sd/live.m3u8
三明二套公共,http://stream.smntv.cn/smtv2/sd/live.m3u8,http://stream.smntv.cn/smtv2/sd/live.m3u8,http://stream.smntv.cn/smtv2/sd/live.m3u8,http://stream.smntv.cn/smtv2/sd/live.m3u8,http://stream.smntv.cn/smtv2/sd/live.m3u8,http://stream.smntv.cn/smtv2/sd/live.m3u8
尤溪电视台城市生活,http://38269.hlsplay.aodianyun.com/tv_radio_38269/tv_channel_766.m3u8,http://38269.hlsplay.aodianyun.com/tv_radio_38269/tv_channel_766.m3u8,http://38269.hlsplay.aodianyun.com/tv_radio_38269/tv_channel_766.m3u8,http://38269.hlsplay.aodianyun.com/tv_radio_38269/tv_channel_766.m3u8,http://38269.hlsplay.aodianyun.com/tv_radio_38269/tv_channel_766.m3u8
龙岩新闻综合频道,http://stream.lytv.net.cn/2/sd/live.m3u8
龙岩公共频道,http://stream.lytv.net.cn/1/sd/live.m3u8
晋江电视,http://stream.jinjiang.tv/1/sd/live.m3u8,http://stream.jinjiang.tv/1/sd/live.m3u8?_upt=7738cbdd1569250965
漳州一套新闻综合频道,http://31182.hlsplay.aodianyun.com/lms_31182/tv_channel_175.m3u8
新罗电视一套,http://stream.lyxltv.com/xltv/sd/live.m3u8
新罗电视二套,http://stream.lyxltv.com/xinluotv/sd/live.m3u8
宁化电视一套,http://fjnh.chinashadt.com:2036/live/stream:nh1.stream/playlist.m3u8
漳浦综合,http://220.161.87.62:8800/hls/0/index.m3u8
漳浦数字,http://220.161.87.62:8800/hls/1/index.m3u8
福安综合,http://r.gslb.lecloud.com/live/hls/2017102030000008116/desc.m3u8
武夷山1,http://fjwys.chinashadt.com:2036/live/1.stream/playlist.m3u8
南岸综合,http://natv.cnjrna.com:3000/channel/sovp/1000000000000018/video_1564_none.m3u8
福清综合,http://60.191.47.55/tv_radio_37652/tv_channel_699__redirect__37652.m3u8
尤溪,http://222.186.61.82/tv_radio_38269/tv_channel_767__redirect__38269.m3u8
沙县,http://111.178.3.34/guangdianyun_35498/tv_channel_425__redirect__35498.m3u8
沙县旅游,https://lss-78d6df046080e1bf.hlsplay.aodianyun.com/guangdianyun_35498/tv_channel_426__redirect__35498.m3u8
广西都市频道,http://stream.cdn.liangtv.cn/live/liangtv_gxds/playlist.m3u8?wsSession=-&wsIPSercert=&wsMonitor=-1
广西国际频道,http://stream.cdn.liangtv.cn/live/liangtv_gxgj/playlist.m3u8?wsSession=-&wsIPSercert=&wsMonitor=-1
广西影视频道,http://stream.cdn.liangtv.cn/live/liangtv_gxys/playlist.m3u8?wsSession=-&wsIPSercert=&wsMonitor=-1
广西综艺旅游频道,http://stream.cdn.liangtv.cn/live/liangtv_gxzy/playlist.m3u8?wsSession=-&wsIPSercert=&wsMonitor=-1
广西公共频道,http://stream.cdn.liangtv.cn/live/liangtv_gxgg/playlist.m3u8?wsSession=-&wsIPSercert=&wsMonitor=-1
广西新闻频道,http://stream.cdn.liangtv.cn/live/liangtv_gxnews/playlist.m3u8?wsSession=-&wsIPSercert=&wsMonitor=-1
广西科教频道,http://stream.cdn.liangtv.cn/live/liangtv_gxkj/playlist.m3u8?wsSession=-&wsIPSercert=&wsMonitor=-1
柳州公共频道,http://39.135.32.29:6610/000000001000/lzgg/1.m3u8?IASHttpSessionId=OTT
贵港公共频道,http://24tl.qingk.cn/live/ggtvlive02.m3u8,http://player.ioioz.com/17/0/qkppm3u8.php?id=guiganggg
玉林新闻综合频道,http://pili-live-hls.yldst.sobeylive.com/yldst2019/ylxwzh.m3u8
玉林公共频道,http://pili-live-hls.yldst.sobeylive.com/yldst2019/ylgg.m3u8
玉林知识频道,http://pili-live-hls.yldst.sobeylive.com/yldst2019/ylzs.m3u8
罗城综合,http://120.78.123.146:9100/lctvlive/lch.m3u8
广西 Ⅰ 南宁综合台,http://24tl.qingk.cn/live/NNTV_NEWS_A.m3u8
SCTV2HD,http://cdn-in.iqy.sc96655.com/tslive/c211_scc_20190617_t0x01q5a_original_r10/sctv2hd_4000.m3u8
SCTV3HD,http://cdn-in.iqy.sc96655.com/tslive/c211_scc_20190617_t0x01q5a_original_r10/sctv3hd_4000.m3u8
SCTV4HD,http://cdn-in.iqy.sc96655.com/tslive/c211_scc_20190617_t0x01q5a_original_r10/sctv4_4000.m3u8
SCTV5HD,http://cdn-in.iqy.sc96655.com/tslive/c211_scc_20190617_t0x01q5a_original_r10/sctv5hd_4000.m3u8
SCTV7HD,http://cdn-in.iqy.sc96655.com/tslive/c211_scc_20190617_t0x01q5a_original_r10/sctv7_4000.m3u8
四川公共,http://cdn-in.iqy.sc96655.com/tslive/c211_scc_20190617_t0x01q5a_original_r10/sctvgg_4000.m3u8
四川科教,http://cdn-in.iqy.sc96655.com/tslive/c211_scc_20190617_t0x01q5a_original_r10/sctvkj_4000.m3u8
峨眉电影,http://cdn-in.iqy.sc96655.com/tslive/c211_scc_20190617_t0x01q5a_original_r10/sctvemdy_4000.m3u8
四川|四川卫视,http://scgctvshow.sctv.com/scgc/sctv1deu5453w/1.m3u8
四川公共台,http://scgctvshow.sctv.com/hdlive/sctv9/1.m3u8
四川|经济频道,http://scgctvshow.sctv.com/hdlive/sctv3/1.m3u8
四川|影视文艺,http://scgctvshow.sctv.com/hdlive/sctv5/1.m3u8,http://118.123.60.12:8114/LIVES/Fsv_otype=1&FvSeid=&Fsv_chan_hls_se_idx=003&Provider_id=&Pcontent_id=index.m3u8
四川妇女儿童频道,http://scgctvshow.sctv.com/hdlive/sctv7/1.m3u8
四川|康巴卫视,http://stream.kangbatv.com/test/sd/live.m3u8
四川|新闻频道,http://scgctvshow.sctv.com/sdlive/sctv4/1.m3u8
四川巴中公共,http://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_247.m3u8
四川巴中综合,http://30814.hlsplay.aodianyun.com/lms_30814/tv_channel_246.m3u8
自贡新闻综合频道,http://live.zgbctv.com:8080/live/m10.m3u8
自贡公共频道,http://live.zgbctv.com:8080/live/m11.m3u8
广元新闻综合频道,http://3g.dzsm.com/streamer/gy03.m3u8
广元公共频道,http://3g.dzsm.com/streamer/gy04.m3u8
广元影视频道,http://3g.dzsm.com/streamer/gy02.m3u8
达州新闻综合,http://tv.drs.dzxw.net/channellive/dzrtv-hd1.flv
达州公共频道,http://tv.drs.dzxw.net/channellive/dzrtv-hd2.flv
南充新闻综合频道,http://tv.drs.ncntv.com.cn:8100/channellive/ch1.flv
南充公共频道,http://tv.drs.ncntv.com.cn:8100/channellive/ch2.flv
南充科教频道,http://tv.drs.ncntv.com.cn:8100/channellive/ch3.flv
仪陇新闻综合频道,http://24tl.qingk.cn/live/scyltv01.m3u8
遂宁综合,http://snlive.scsntv.com:8091/live/xwzh.m3u8
遂宁公共,http://snlive.scsntv.com:8091/live/gggy.m3u8
雅安新闻综合,http://flv.drs.tv.yatv.tv:8080/channellive/xinwen.flv
雅安公共频道,http://flv.drs.tv.yatv.tv:8080/channellive/gonggong.flv
雅安雨城频道,http://flv.drs.tv.yatv.tv:8080/channellive/yucheng.flv
芦山新闻综合频道,http://m3u8.channel.yatv.tv/cms/videos/nmip-media/channellive/channel8/playlist.m3u8
名山电视台,http://flv.drs.tv.yatv.tv:8080/channellive/mingshan.flv
内江综合频道,http://njzb.scnj.tv:8091/live/njtv1.m3u8
内江公共频道,http://njzb.scnj.tv:8091/live/njtv2.m3u8
乐山新闻综合频道,http://flv.channellive.leshantv.net/live/ch1.flv
乐山公共频道,http://flv.channellive.leshantv.net/live/ch2.flv
泸州新闻综合频道,http://file.weblz.com.cn:6066/cms/videos/nmip-media-dz/channellive/channel3/playlist.m3u8
泸州公共频道,http://file.weblz.com.cn:6066/cms/videos/nmip-media-dz/channellive/channel4/playlist.m3u8
泸州科教频道,http://file.weblz.com.cn:6066/cms/videos/nmip-media-dz/channellive/channel5/playlist.m3u8
攀枝花新闻综合频道,http://zb.pzhgd.com:9091/live/xwzh.m3u8
攀枝花公共频道,http://zb.pzhgd.com:9091/live/ggpd_800k.m3u8
甘孜新闻综合频道,http://tv.drs.ganzitv.com:8100/channellive/gztv.flv
阿坝州综合频道,http://222.214.9.34:90/live/zhpd.m3u8
凉山新闻综合,http://118.122.8.156:11111/lstv1/LSTV1.flv
安多藏语综合频道,http://222.214.9.34:90/live/wypd.m3u8
九寨沟旅游资讯,http://111.231.194.231:85/live/lyzx.m3u8,http://111.231.194.231:85/live/lyzx_500k.m3u8
冕宁电视台,http://live.sichuanmianning.com/live/xwpd.m3u8
安州新闻频道,http://60.255.137.43:1936/aztvch1/playlist.m3u8
昭化综合频道,http://60.255.230.66:3100/hls/qxlrwcbh/index.m3u8,http://60.255.230.66:3100/hls/vxsqwmob/index.m3u8
洪雅新闻综合,http://117.172.215.250:8083/videos/live/35/39/GQVbrgob5CGJM/GQVbrgob5CGJM.M3U8
犍为新闻综合,http://tv.scwlqw.cn:3100/hls/kqcyufpi/index.m3u8
绵竹新闻综合,http://pili-live-hls.66.i2863.com/i2863-66/live_66_404312.m3u8
蓬安新闻综合,http://palive.patv123.com:8091/live/xwpd_800K.m3u8
西昌综合,http://stream.xctv.news:8084/1a6c203cd4644dd9a27a4b07a1159e14/h264_500k_ts/index.m3u8?type=flv2hls_m3u8
四川 Ⅰ 西昌综合台,http://stream.xctv.news:8084/1a6c203cd4644dd9a27a4b07a1159e14/h264_500k_ts/index.m3u8?type=flv2hls_m3u8,http://stream.xctv.news:8084/live/1a6c203cd4644dd9a27a4b07a1159e14?fmt=h264_500k_flv
四川 Ⅰ 达州综合台,http://tv.drs.dzxw.net/channellive/dzrtv-hd1.flv,http://m3u8.channellive.dzxw.net/cms/videos/nmip-media/channellive/channel35/playlist.m3u8
四川 Ⅰ 达州公共台,http://tv.drs.dzxw.net/channellive/dzrtv-hd2.flv,http://m3u8.channellive.dzxw.net/cms/videos/nmip-media/channellive/channel36/playlist.m3u8
四川 Ⅰ 泸州综合台,http://tvdrs.weblz.com.cn:8100/channellive/lztv1.flv,http://file.weblz.com.cn:6066/cms/videos/nmip-media-dz/channellive/channel3/playlist.m3u8
四川 Ⅰ 泸州公共台,http://file.weblz.com.cn:6066/cms/videos/nmip-media-dz/channellive/channel4/playlist.m3u8,http://tvdrs.weblz.com.cn:8100/channellive/lztv2.flv
湖北生活频道,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000018.m3u8,http://live.cjyun.org/hubeitv/s10008-live-hbsh.m3u8
湖北公共新闻频道,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000015.m3u8,http://live.cjyun.org/hubeitv/s10008-live-hbgg.m3u8
湖北经视,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000012.m3u8,http://live.cjyun.org/hubeitv/s10008-live-hbjs.m3u8
垄上频道,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000014.m3u8,http://live.cjyun.org/hubeitv/s10008-live-hbls.m3u8
湖北电视台综合频道,http://live.cjyun.org/hubeitv/s10008-live-hbzh.m3u8
湖北影视频道,http://live.cjyun.org/hubeitv/s10008-live-hbys.m3u8
湖北电视台教育频道,http://live.cjyun.org/hubeitv/s10008-live-hbjy.m3u8
湖北休闲指南频道,http://live.cjyun.org/hubeitv/s10008-live-xxzn.m3u8
武汉一套新闻综合频道,http://stream.appwuhan.com/1tzb/sd/live.m3u8
武汉三套科技生活频道,http://stream.appwuhan.com/3tzb/sd/live.m3u8
武汉四套经济频道,http://stream.appwuhan.com/4tzb/sd/live.m3u8
武汉文体频道,http://stream.appwuhan.com/5tzb/sd/live.m3u8
武汉六套外语频道,http://stream.appwuhan.com/6tzb/sd/live.m3u8
武汉七套少儿频道,http://stream.appwuhan.com/7tzb/sd/live.m3u8
武汉教育电视台,http://stream.appwuhan.com/jyzb/sd/live.m3u8
荆州新闻频道,http://33058.hlsplay.aodianyun.com/guangdianyun_33058/tv_channel_216.m3u8
襄阳综合频道,http://xiangyang.live.cjyun.org/video/s10125-news_hd/index.m3u8
襄阳经济生活频道,http://xiangyang.live.cjyun.org/video/s10125-society_hd/index.m3u8
襄阳公共频道,http://xiangyang.live.cjyun.org/video/s10125-education_hd.m3u8
随州一套新闻综合频道,http://suizhou.source.cjyun.org/video/s10145-szzhpd.m3u8
随州二套农村频道,http://suizhou.source.cjyun.org/video/s10145-szncpd.m3u8
孝感新闻综合频道,http://xiaogan.live.cjyun.org/video/s10139-xg.flv
秭归新闻综合频道,http://zigui.live.cjyun.org/video/s10111-ZGTV1.m3u8
黄冈一套新闻频道,http://huanggang.live.cjyun.org/video/s10120-xwzh.flv
黄石都市频道,http://58.51.195.138:8800/hls/1/index.m3u8
黄石公共频道,http://58.51.195.138:8800/hls/2/index.m3u8
咸宁新闻综合频道,http://xianning.live.cjyun.org/video/s10140-XNGG.flv,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000261.m3u8
咸宁公共频道,http://xianning.live.cjyun.org/video/s10140-XNTV-1.flv
赤壁一套,http://hbcb.chinashadt.com:1936/live/tv1.stream/playlist.m3u8
赤壁二套,http://hbcb.chinashadt.com:1936/live/tv2.stream/playlist.m3u8
恩施新闻综合频道,http://enshi.live.cjyun.org/video/s10070-eszh.flv
恩施公共频道,http://enshi.live.cjyun.org/video/s10070-esgg.flv
仙桃新闻综合,http://221.233.242.239:280/live/71/playlist.m3u8,http://36979.hlsplay.aodianyun.com/guangdianyun_36979/tv_channel_509.m3u8
仙桃生活文体,http://221.233.242.239:280/live/72/playlist.m3u8,http://36979.hlsplay.aodianyun.com/guangdianyun_36979/tv_channel_510.m3u8
大冶一套,http://dayeyun.live.tempsource.cjyun.org/videotmp/s10102-TC1T.m3u8
大冶二套,http://dayeyun.live.tempsource.cjyun.org/videotmp/s10102-TC2T.m3u8
鹤峰综合频道,http://hefeng.live.tempsource.cjyun.org/videotmp/s10100-hftv.m3u8
大悟综合,http://yunshangdawu.live.tempsource.cjyun.org/videotmp/s10129-dwzhpd.m3u8
孝昌新闻党建,http://xiaochang.live.cjyun.org/video/s10128-xcxw/index.m3u8
孝昌生活频道,http://xiaochang.live.cjyun.org/video/s10128-xcsh/index.m3u8
应城新闻综合,http://yingcheng.live.cjyun.org/video/s10135-YCZH/index.m3u8
应城生活频道,http://yingcheng.live.cjyun.org/video/s10135-YCDJ/index.m3u8
广水新闻综合,http://guangshui.live.tempsource.cjyun.org/videotmp/s10146-GSXW.m3u8
红安综合,http://hongan.live.cjyun.org/video/s10063-HAZH.m3u8
罗田旅游,http://luotian.live.cjyun.org/video/s10013-LTLY/index.m3u8
罗田综合,http://luotian.live.cjyun.org/video/s10013-LTZH/index.m3u8
随州综合,http://34766.hlsplay.aodianyun.com/guangdianyun_34766/tv_channel_304.m3u8
夷陵综合,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000262.m3u8
荆州新闻,http://httpdvb.slave.homed.hrtn.net/playurl?playtype=live&protocol=hls&accesstoken=R5D22D2B7U309E0093K7735BBEDIAC2DC601PBM3187915V10453Z6B7EDWE3620470C71&&playtoken=&programid=4200000266.m3u8
