
央视,#genre#
广东 Ⅰ 四会新闻,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdzqsh1  
广东 Ⅰ 四会新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gdzqsh1
广东 Ⅰ 四会文艺,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdzqsh2  
广东 Ⅰ 四会文艺,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gdzqsh2
广东 Ⅰ 海丰台,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdswhf   
广东 Ⅰ 海丰台,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gdswhf
广东 Ⅰ 广宁综合,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdzqgn1    
广东 Ⅰ 广宁综合,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gdzqgn1
广东 Ⅰ 广宁生活,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdzqgn2  
广东 Ⅰ 广宁生活,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gdzqgn2
广东 Ⅰ 工布江达,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gbjd    
广东 Ⅰ 工布江达,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gbjd
广东 Ⅰ 化州综合,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=huazhou1  
广东 Ⅰ 化州综合,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=huazhou1
广东 Ⅰ 鹤山综合,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=heshan    
广东 Ⅰ 潮南一套,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdstcn1   
广东 Ⅰ 潮南一套,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gdstcn1
广东 Ⅰ 雷州台,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdzjlz 
广东 Ⅰ 雷州台,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gdzjlz
广东 Ⅰ 雷州电台,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdzjlzr    
广东 Ⅰ 徐闻台,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdzjxw    
广东 Ⅰ 徐闻台,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gdzjxw
广东 Ⅰ 徐闻电台,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdzjxwr  
广东 Ⅰ 遂溪台,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdzjsx    
广东 Ⅰ 遂溪台,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gdzjsx
广东 Ⅰ 遂溪电台,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdzjsxr
广东 Ⅰ 英德综合,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdqyyd1 
广东 Ⅰ 英德综合,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gdqyyd1
广东 Ⅰ 清新综合,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdqyqx1 
广东 Ⅰ 清新综合,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gdqyqx1
广东 Ⅰ 普宁台,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdjypn   
广东 Ⅰ 普宁台,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gdjypn
广东 Ⅰ 紫金台,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdhyzj    
广东 Ⅰ 紫金台,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gdhyzj
广东 Ⅰ 连州综合,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdqylz1 
广东 Ⅰ 连州综合,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gdqylz1
广东 Ⅰ 连州视讯,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdqylz2   
广东 Ⅰ 连州视讯,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gdqylz2
广东 Ⅰ 阳春综合,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdyjyc1  
广东 Ⅰ 阳春综合,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gdyjyc1
广东 Ⅰ 佛冈综合,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdqyfg   
广东 Ⅰ 佛冈综合,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gdqyfg
广东 Ⅰ 乳源台,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=ruyuan   
广东 Ⅰ 乳源台,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=ruyuan
广东 Ⅰ 陆河一套,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=gdswlh    
广东 Ⅰ 陆河一套,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=gdswlh
广东 Ⅰ 化州公共,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=huazhou2   
广东 Ⅰ 化州公共,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv1.php?id=huazhou2
广东 Ⅰ 河源综合,http://cdn.chxjon.cn/iptv/QQ582185381/gdhy.php?id=1
广东 Ⅰ 河源公共,http://cdn.chxjon.cn/iptv/QQ582185381/gdhy.php?id=2
广东 Ⅰ 影视推荐,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv2.php?id=stzh
广东 Ⅰ 影视推荐,http://cdn.chxjon.cn/iptv/QQ582185381/gdtv2.php?id=mmzh
福建 Ⅰ 海峡卫视,http://cdn.chxjon.cn/iptv/QQ582185381/fjtv.php?id=3
福建 Ⅰ 体育频道,http://cdn.chxjon.cn/iptv/QQ582185381/fjtv.php?id=10
福建 Ⅰ 新闻频道,http://cdn.chxjon.cn/iptv/QQ582185381/fjtv.php?id=13
福建 Ⅰ 电视剧,http://cdn.chxjon.cn/iptv/QQ582185381/fjtv.php?id=7
福建 Ⅰ 综合频道,http://cdn.chxjon.cn/iptv/QQ582185381/fjtv.php?id=4
福建 Ⅰ 东南卫视,http://cdn.chxjon.cn/iptv/QQ582185381/fjtv.php?id=5
福建 Ⅰ 公共频道,http://cdn.chxjon.cn/iptv/QQ582185381/fjtv.php?id=6
福建 Ⅰ 旅游频道,http://cdn.chxjon.cn/iptv/QQ582185381/fjtv.php?id=8
福建 Ⅰ 经济频道,http://cdn.chxjon.cn/iptv/QQ582185381/fjtv.php?id=9
福建 Ⅰ 新闻综合,http://cdn.chxjon.cn/iptv/QQ582185381/fjtv.php?id=231
福建 Ⅰ 沙县新闻,http://cdn.chxjon.cn/iptv/QQ582185381/fjtv.php?id=246
福建 Ⅰ 三明一套,http://cdn.chxjon.cn/iptv/QQ582185381/fjsm.php?id=11
福建 Ⅰ 三明二套,http://cdn.chxjon.cn/iptv/QQ582185381/fjsm.php?id=12
福建 Ⅰ 莆田一套,http://cdn.chxjon.cn/iptv/QQ582185381/fjtv.php?id=189
福建 Ⅰ 莆田一套,http://cdn.chxjon.cn/iptv/QQ582185381/fjpt.php?id=4
福建 Ⅰ 莆田二套,http://cdn.chxjon.cn/iptv/QQ582185381/fjtv.php?id=190
福建 Ⅰ 莆田二套,http://cdn.chxjon.cn/iptv/QQ582185381/fjpt.php?id=5
福建 Ⅰ 莆田仙游,http://cdn.chxjon.cn/iptv/QQ582185381/fjtv.php?id=191
福建 Ⅰ 莆田仙游,http://cdn.chxjon.cn/iptv/QQ582185381/fjpt.php?id=6
福建 Ⅰ 莆田直播,http://cdn.chxjon.cn/iptv/QQ582185381/fjpt.php?id=10
福建 Ⅰ 莆田广播,http://cdn.chxjon.cn/iptv/QQ582185381/fjpt.php?id=7
福建 Ⅰ 莆田广电,http://cdn.chxjon.cn/iptv/QQ582185381/fjpt.php?id=8
辽宁 Ⅰ 营口新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=lnyk1
辽宁 Ⅰ 营口公共,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=lnyk2
辽宁 Ⅰ 营口影视,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=lnyk3
辽宁 Ⅰ 锦州新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=lnjz1
辽宁 Ⅰ 锦州教育,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=lnjz2
辽宁 Ⅰ 锦州公共,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=lnjz3
山东 Ⅰ 菏泽一套,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdhz1
山东 Ⅰ 菏泽二套,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdhz2
山东 Ⅰ 菏泽三套,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdhz3
山东 Ⅰ 聊城综合,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdlc1
山东 Ⅰ 聊城公共,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdlc2
山东 Ⅰ 牟平新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdytmp
山东 Ⅰ 乐陵新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sddzll1
山东 Ⅰ 乐陵生活,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sddzll2
山东 Ⅰ 乐陵乡村,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sddzll3
山东 Ⅰ 寿光新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdwfsg1
山东 Ⅰ 寿光蔬菜,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdwfsg2
山东 Ⅰ 东营新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sddydy1
山东 Ⅰ 东营影视,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sddydy2
山东 Ⅰ 临沂兰山,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdlyls
山东 Ⅰ 历城新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdjnlc1
山东 Ⅰ 历城影视,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdjnlc2
山东 Ⅰ 临沭新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdlyls1
山东 Ⅰ 临沭生活,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdlyls2
山东 Ⅰ 蓬莱新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdytpl1
山东 Ⅰ 蓬莱综合,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdytpl2
山东 Ⅰ 郓城综艺,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdhzyc2
山东 Ⅰ 阳谷新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdlcyg1
山东 Ⅰ 阳谷凤祥,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdlcyg2
山东 Ⅰ 泰安新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdta1
山东 Ⅰ 泰安公共,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdta2
山东 Ⅰ 泰安教科,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdta3
山东 Ⅰ 荣成新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdwhrc1
山东 Ⅰ 荣成民生,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdwhrc2
山东 Ⅰ 兖州新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdjnyz1
山东 Ⅰ 兖州生活,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sdjnyz2
山西 Ⅰ 沁县综合,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sxczqx
山西 Ⅰ 汾阳综合,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sxllfy
江西 Ⅰ 江西卫视,http://cdn.chxjon.cn/iptv/QQ582185381/itouch.php?id=jxws  
江西 Ⅰ 南昌一套,http://cdn.chxjon.cn/iptv/QQ582185381/jxnc.php?id=1
江西 Ⅰ 南昌二套,http://cdn.chxjon.cn/iptv/QQ582185381/jxnc.php?id=2
江西 Ⅰ 南昌三套,http://cdn.chxjon.cn/iptv/QQ582185381/jxnc.php?id=3
江西 Ⅰ 南昌四套,http://cdn.chxjon.cn/iptv/QQ582185381/jxnc.php?id=4
江西 Ⅰ 南昌电视,http://cdn.chxjon.cn/iptv/QQ582185381/jxnc.php?id=8
重庆 Ⅰ 云阳新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=cqyy1
重庆 Ⅰ 云阳文旅,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=cqyy2
甘肃 Ⅰ 庆阳新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gsqy.php?id=gsqy1
甘肃 Ⅰ 庆阳公共,http://cdn.chxjon.cn/iptv/QQ582185381/gsqy.php?id=gsqy2
甘肃 Ⅰ 金昌综合,http://cdn.chxjon.cn/iptv/QQ582185381/gsjc.php?id=2
甘肃 Ⅰ 金昌公共,http://cdn.chxjon.cn/iptv/QQ582185381/gsjc.php?id=3
甘肃 Ⅰ 新闻综合,http://cdn.chxjon.cn/iptv/QQ582185381/gslz.php?id=1
甘肃 Ⅰ 生活经济,http://cdn.chxjon.cn/iptv/QQ582185381/gslz.php?id=16
甘肃 Ⅰ 综艺体育,http://cdn.chxjon.cn/iptv/QQ582185381/gslz.php?id=17
甘肃 Ⅰ 公共频道,http://cdn.chxjon.cn/iptv/QQ582185381/gslz.php?id=18
甘肃 Ⅰ 综合广播,http://cdn.chxjon.cn/iptv/QQ582185381/gslz.php?id=5
甘肃 Ⅰ 交通广播,http://cdn.chxjon.cn/iptv/QQ582185381/gslz.php?id=6
甘肃 Ⅰ 文艺广播,http://cdn.chxjon.cn/iptv/QQ582185381/gslz.php?id=7
广西 Ⅰ 百色新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxbs1
广西 Ⅰ 百色公共,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxbs2
广西 Ⅰ 梧州新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxwz1
广西 Ⅰ 梧州公共,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxwz2
广西 Ⅰ 梧州生活,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxwz3
广西 Ⅰ 南宁新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gxnn.php?id=1
广西 Ⅰ 南宁新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxnn1
广西 Ⅰ 南宁都市,http://cdn.chxjon.cn/iptv/QQ582185381/gxnn.php?id=2
广西 Ⅰ 南宁都市,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxnn2
广西 Ⅰ 南宁影视,http://cdn.chxjon.cn/iptv/QQ582185381/gxnn.php?id=3
广西 Ⅰ 南宁影视,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxnn3
广西 Ⅰ 南宁公共,http://cdn.chxjon.cn/iptv/QQ582185381/gxnn.php?id=4
广西 Ⅰ 南宁公共,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxnn4
广西 Ⅰ 贵港新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxgwxg1
广西 Ⅰ 贵港公共,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=gxgwxg2
广西 Ⅰ 马山综合,http://cdn.chxjon.cn/iptv/QQ582185381/gxnn.php?id=10
广西 Ⅰ 老友live,http://cdn.chxjon.cn/iptv/QQ582185381/gxnn.php?id=5
广西 Ⅰ 新闻电台,http://cdn.chxjon.cn/iptv/QQ582185381/gxnn.php?id=6
广西 Ⅰ 交通电台,http://cdn.chxjon.cn/iptv/QQ582185381/gxnn.php?id=7
广西 Ⅰ 经典电台,http://cdn.chxjon.cn/iptv/QQ582185381/gxnn.php?id=8
广西 Ⅰ 动感电台,http://cdn.chxjon.cn/iptv/QQ582185381/gxnn.php?id=9
陕西 Ⅰ 咸阳新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sxxylq1 
陕西 Ⅰ 咸阳生活,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sxxylq2 
陕西 Ⅰ 咸阳果乡,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sxxylq3 
陕西 Ⅰ 延安宝塔,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sxyabt  
陕西 Ⅰ 镇安电视,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sxslza
四川 Ⅰ 仪陇新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=scncyl
四川 Ⅰ 纳溪新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sclznx
四川 Ⅰ 广汉新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=scdygh
四川 Ⅰ 合江新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=sclzhj
四川 Ⅰ 中江新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=scdyzj
四川 Ⅰ 青川新闻,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=scgyqc1
四川 Ⅰ 青川文旅,http://cdn.chxjon.cn/iptv/QQ582185381/qky.php?id=scgyqc2
四川 Ⅰ 绵阳公共,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=3
四川 Ⅰ 绵阳科技,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=2
四川 Ⅰ 绵阳新闻,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=4
四川 Ⅰ 平武综合,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=108
四川 Ⅰ 三台一套,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=114
四川 Ⅰ 三台二套,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=115
四川 Ⅰ 北川电视,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=123
四川 Ⅰ 盐亭综合,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=129
四川 Ⅰ 梓潼综合,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=131
四川 Ⅰ 梓潼文旅,http://cdn.chxjon.cn/iptv/QQ582185381/scmy.php?id=132
四川 Ⅰ 成都新闻,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-1
四川 Ⅰ 成都经济,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-2
四川 Ⅰ 成都都市,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-3
四川 Ⅰ 成都影视,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-45
四川 Ⅰ 成都公共,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-5
四川 Ⅰ 成都少儿,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-6
四川 Ⅰ 成都食尚,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-9
四川 Ⅰ 汽车频道,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-10
四川 Ⅰ 资讯干线,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-11
四川 Ⅰ 美食旅游,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-12
四川 Ⅰ 蓉城先锋,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-15
四川 Ⅰ 美食天府,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-17
四川 Ⅰ 每日购物,http://cdn.chxjon.cn/iptv/QQ582185381/sccd.php?id=192-18
贵州 Ⅰ 贵州二套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guizhou2   
贵州 Ⅰ 贵州三套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guizhou3   
贵州 Ⅰ 贵州四套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guizhou4   
贵州 Ⅰ 贵州五套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guizhou5   
贵州 Ⅰ 贵州六套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guizhou6   
贵州 Ⅰ 贵州七套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guizhou7   
贵州 Ⅰ 贵州移动,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guizhou13   
贵州 Ⅰ 贵阳一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guiyang1
贵州 Ⅰ 贵阳二套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guiyang2 
贵州 Ⅰ 贵阳三套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guiyang3 
贵州 Ⅰ 贵阳四套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guiyang4 
贵州 Ⅰ 贵阳五套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guiyang5 
贵州 Ⅰ 黔西一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qianxi1 
贵州 Ⅰ 黔西二套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qianxi2 
贵州 Ⅰ 毕节一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=bijie1 
贵州 Ⅰ 毕节二套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=bijie2 
贵州 Ⅰ 赫章一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=hezhang1 
贵州 Ⅰ 威宁一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=weining1 
贵州 Ⅰ 金沙一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=jinsha1 
贵州 Ⅰ 金沙二套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=jinsha2 
贵州 Ⅰ 遵义综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=zunyi1hd   
贵州 Ⅰ 遵义综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=zunyi1   
贵州 Ⅰ 遵义都市,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=zunyi2   
贵州 Ⅰ 六盘水新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=lpsxwhc    
贵州 Ⅰ 六盘水一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=lpstv1 
贵州 Ⅰ 六盘水二套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=lpstv2 
贵州 Ⅰ 平塘新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=pingtang 
贵州 Ⅰ 大美独山,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=dushan 
贵州 Ⅰ 兴义新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=xingyi 
贵州 Ⅰ 清镇一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qingzhen 
贵州 Ⅰ 清镇二套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qingzhen2 
贵州 Ⅰ 白云综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=baiyun1 
贵州 Ⅰ 白云影视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=baiyun2 
贵州 Ⅰ 乌当电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=wudang 
贵州 Ⅰ 开阳新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=kaiyang1 
贵州 Ⅰ 开阳影视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=kaiyang2 
贵州 Ⅰ 开阳文旅,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=kaiyang3 
贵州 Ⅰ 修文电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=xiuwen  
贵州 Ⅰ 安顺新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=anshun1hd 
贵州 Ⅰ 安顺新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=anshun1 
贵州 Ⅰ 安顺公共,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=anshun2 
贵州 Ⅰ 关岭电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=guanling 
贵州 Ⅰ 镇宁电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=zhenning 
贵州 Ⅰ 平坝电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=pingba 
贵州 Ⅰ 紫云电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=ziyun 
贵州 Ⅰ 普定电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=puding 
贵州 Ⅰ 铜仁新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=trxwhc  
贵州 Ⅰ 铜仁一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=tongren1  
贵州 Ⅰ 铜仁二套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=tongren2  
贵州 Ⅰ 江口电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=jiangkou 
贵州 Ⅰ 沿河综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=yanhe 
贵州 Ⅰ 万山综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=wanshan 
贵州 Ⅰ 松桃综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=songtao  
贵州 Ⅰ 七星关电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qixingguan 
贵州 Ⅰ 织金电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=zhijin 
贵州 Ⅰ 百里杜鹃,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=bailidujuan 
贵州 Ⅰ 黔南一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qiannan1 
贵州 Ⅰ 黔南新闻,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qnxwhc 
贵州 Ⅰ 黔西南公共,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qxngg 
贵州 Ⅰ 兴仁综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=xingren 
贵州 Ⅰ 晴隆电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qinglong 
贵州 Ⅰ 黔东南一套,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=qiandongnan1 
贵州 Ⅰ 三穗综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=sansui 
贵州 Ⅰ 凯里电视,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=kaili 
贵州 Ⅰ 从江综合,http://cdn.chxjon.cn/iptv/QQ582185381/gzyx.php?id=congjiang 
